Long/Short	Symbol	Shares	Entry Signal	Entry Bar	Entry Date	Entry Price	Exit Signal	Exit Bar	Exit Date	Exit Price	% Change	Net Profit	Bars Held	Profit/Bar	Cum Profit	MAE	MAE %	MFE	MFE %
Короткая	RTS_M1_2008_2015	1	Short pos 1	71513	20.05.2013 12:45	141690	close1 by tp	71522	20.05.2013 15:00	141200	0,35	490	9	54,44444	432903,432	-750	-0,53%	490	0,35%
Короткая	RTS_M1_2008_2015	2	Short pos 2	71513	20.05.2013 12:45	141690	Close by trail	71526	20.05.2013 16:00	141425,959	0,19	528,082	13	40,62169	433431,514	-750	-0,53%	1120	0,79%
Короткая	RTS_M1_2008_2015	1	Short pos 1	71561	21.05.2013 10:45	142180	close1 by tp	71565	21.05.2013 11:45	141480	0,49	700	4	175	434131,514	-210	-0,15%	930	0,65%
Короткая	RTS_M1_2008_2015	2	Short pos 2	71561	21.05.2013 10:45	142180	Close by trail	71581	21.05.2013 15:45	141880,957	0,21	598,086	20	29,9043	434729,6	-210	-0,15%	1030	0,72%
Длинная	RTS_M1_2008_2015	1	Long pos 1	71575	21.05.2013 14:15	141320	close1 by tp	71576	21.05.2013 14:30	141600	0,2	280	1	280	435009,6	-10	-0,01%	280	0,20%
Длинная	RTS_M1_2008_2015	2	Long pos 2	71575	21.05.2013 14:15	141320	Close by trail	71613	21.05.2013 23:45	143370,647	1,45	4101,294	38	107,92879	439110,894	-10	-0,01%	2860	2,02%
Длинная	RTS_M1_2008_2015	1	Long pos 1	71615	22.05.2013 10:15	143570	close1 by tp	71616	22.05.2013 10:30	144650	0,75	1080	1	1080	440190,894	-200	-0,14%	1110	0,77%
Длинная	RTS_M1_2008_2015	2	Long pos 2	71615	22.05.2013 10:15	143570	Close by trail	71648	22.05.2013 18:30	146466,92	2,02	5793,84	33	175,57091	445984,734	-200	-0,14%	3740	2,61%
Длинная	RTS_M1_2008_2015	1	Long pos 1	71670	23.05.2013 10:00	143900	close1 by rsi	71671	23.05.2013 10:15	141870	-1,41	-2030	1	-2030	443954,734	-2030	-1,41%	0	0,00%
Длинная	RTS_M1_2008_2015	2	Long pos 2	71670	23.05.2013 10:00	143900	close2 by rsi	71671	23.05.2013 10:15	141870	-1,41	-4060	1	-4060	439894,734	-2030	-1,41%	0	0,00%
Короткая	RTS_M1_2008_2015	1	Short pos 1	71840	28.05.2013 10:30	139300	close1 by sl	71845	28.05.2013 11:45	140300	-0,72	-1000	5	-200	438894,734	-1000	-0,72%	400	0,29%
Короткая	RTS_M1_2008_2015	2	Short pos 2	71840	28.05.2013 10:30	139300	close2 by sl	71845	28.05.2013 11:45	140300	-0,72	-2000	5	-400	436894,734	-1000	-0,72%	400	0,29%
Длинная	RTS_M1_2008_2015	1	Long pos 1	71883	28.05.2013 21:15	138750	close1 by rsi	71885	28.05.2013 21:45	138580	-0,12	-170	2	-85	436724,734	-170	-0,12%	50	0,04%
Длинная	RTS_M1_2008_2015	2	Long pos 2	71883	28.05.2013 21:15	138750	close2 by rsi	71885	28.05.2013 21:45	138580	-0,12	-340	2	-170	436384,734	-170	-0,12%	50	0,04%
Короткая	RTS_M1_2008_2015	1	Short pos 1	71946	29.05.2013 23:00	135970	close1 by rsi	71947	29.05.2013 23:15	136100	-0,1	-130	1	-130	436254,734	-160	-0,12%	110	0,08%
Короткая	RTS_M1_2008_2015	2	Short pos 2	71946	29.05.2013 23:00	135970	close2 by rsi	71947	29.05.2013 23:15	136100	-0,1	-260	1	-260	435994,734	-160	-0,12%	110	0,08%
Короткая	RTS_M1_2008_2015	1	Short pos 1	72001	30.05.2013 22:45	136060	close1 by rsi	72007	31.05.2013 10:15	136130	-0,05	-70	6	-11,66667	435924,734	-280	-0,21%	0	0,00%
Короткая	RTS_M1_2008_2015	2	Short pos 2	72001	30.05.2013 22:45	136060	close2 by rsi	72007	31.05.2013 10:15	136130	-0,05	-140	6	-23,33333	435784,734	-280	-0,21%	0	0,00%
Длинная	RTS_M1_2008_2015	1	Long pos 1	72009	31.05.2013 10:45	135830	close1 by rsi	72011	31.05.2013 11:15	135140	-0,51	-690	2	-345	435094,734	-690	-0,51%	100	0,07%
Длинная	RTS_M1_2008_2015	2	Long pos 2	72009	31.05.2013 10:45	135830	close2 by rsi	72011	31.05.2013 11:15	135140	-0,51	-1380	2	-690	433714,734	-690	-0,51%	100	0,07%
Короткая	RTS_M1_2008_2015	1	Short pos 1	72129	04.06.2013 12:45	133280	close1 by tp	72131	04.06.2013 13:15	132550	0,55	730	2	365	434444,734	-90	-0,07%	730	0,55%
Короткая	RTS_M1_2008_2015	2	Short pos 2	72129	04.06.2013 12:45	133280	Close by trail	72169	04.06.2013 22:45	131084,221	1,65	4391,558	40	109,78895	438836,292	-90	-0,07%	3060	2,30%
Короткая	RTS_M1_2008_2015	1	Short pos 1	72174	05.06.2013 10:00	131510	close1 by tp	72175	05.06.2013 10:15	130550	0,73	960	1	960	439796,292	0	0,00%	960	0,73%
Короткая	RTS_M1_2008_2015	2	Short pos 2	72174	05.06.2013 10:00	131510	Close by trail	72180	05.06.2013 11:30	130353,87	0,88	2312,26	6	385,37667	442108,552	0	0,00%	2240	1,70%
Короткая	RTS_M1_2008_2015	1	Short pos 1	72232	06.06.2013 10:30	128950	close1 by rsi	72234	06.06.2013 11:00	129140	-0,15	-190	2	-95	441918,552	-190	-0,15%	120	0,09%
Короткая	RTS_M1_2008_2015	2	Short pos 2	72232	06.06.2013 10:30	128950	close2 by rsi	72234	06.06.2013 11:00	129140	-0,15	-380	2	-190	441538,552	-190	-0,15%	120	0,09%
Короткая	RTS_M1_2008_2015	1	Short pos 1	72327	07.06.2013 20:15	130720	close1 by tp	72334	07.06.2013 22:00	130410	0,24	310	7	44,28571	441848,552	-110	-0,08%	310	0,24%
Короткая	RTS_M1_2008_2015	2	Short pos 2	72327	07.06.2013 20:15	130720	Close by trail	72342	10.06.2013 10:00	130380,426	0,26	679,148	15	45,27653	442527,7	-110	-0,08%	1000	0,76%
Длинная	RTS_M1_2008_2015	1	Long pos 1	72339	07.06.2013 23:15	129900	close1 by tp	72346	10.06.2013 11:00	130940	0,8	1040	7	148,57143	443567,7	-170	-0,13%	1040	0,80%
Длинная	RTS_M1_2008_2015	2	Long pos 2	72339	07.06.2013 23:15	129900	Close by trail	72362	10.06.2013 15:00	130058,603	0,12	317,206	23	13,79157	443884,906	-170	-0,13%	1390	1,07%
Короткая	RTS_M1_2008_2015	1	Short pos 1	72395	10.06.2013 23:15	128860	close1 by tp	72398	11.06.2013 10:00	128440	0,33	420	3	140	444304,906	0	0,00%	420	0,33%
Короткая	RTS_M1_2008_2015	2	Short pos 2	72395	10.06.2013 23:15	128860	Close by trail	72400	11.06.2013 10:30	128547,094	0,24	625,812	5	125,1624	444930,718	0	0,00%	940	0,73%
Длинная	RTS_M1_2008_2015	1	Long pos 1	72400	11.06.2013 10:30	128240	close1 by tp	72402	11.06.2013 11:00	129120	0,69	880	2	440	445810,718	-90	-0,07%	1220	0,95%
Длинная	RTS_M1_2008_2015	2	Long pos 2	72400	11.06.2013 10:30	128240	Close by trail	72403	11.06.2013 11:15	128077,842	-0,13	-324,316	3	-108,10533	445486,402	-162,158	-0,13%	1220	0,95%
Короткая	RTS_M1_2008_2015	1	Short pos 1	72451	11.06.2013 23:15	125340	close1 by tp	72455	13.06.2013 10:15	123200	1,71	2140	4	535	447626,402	-140	-0,11%	2840	2,27%
Короткая	RTS_M1_2008_2015	2	Short pos 2	72451	11.06.2013 23:15	125340	Close by trail	72462	13.06.2013 12:00	123539,898	1,44	3600,204	11	327,29127	451226,606	-140	-0,11%	2840	2,27%
Короткая	RTS_M1_2008_2015	1	Short pos 1	72497	13.06.2013 20:45	125030	close1 by rsi	72498	13.06.2013 21:00	125340	-0,25	-310	1	-310	450916,606	-310	-0,25%	30	0,02%
Короткая	RTS_M1_2008_2015	2	Short pos 2	72497	13.06.2013 20:45	125030	close2 by rsi	72498	13.06.2013 21:00	125340	-0,25	-620	1	-620	450296,606	-310	-0,25%	30	0,02%
Длинная	RTS_M1_2008_2015	1	Long pos 1	72516	14.06.2013 11:30	125700	close1 by tp	72519	14.06.2013 12:15	126330	0,5	630	3	210	450926,606	-220	-0,18%	630	0,50%
Длинная	RTS_M1_2008_2015	2	Long pos 2	72516	14.06.2013 11:30	125700	Close by trail	72539	14.06.2013 17:15	127155,542	1,16	2911,084	23	126,56887	453837,69	-260	-0,21%	2440	1,94%
Длинная	RTS_M1_2008_2015	1	Long pos 1	72553	14.06.2013 20:45	127240	close1 by rsi	72556	14.06.2013 21:30	126710	-0,42	-530	3	-176,66667	453307,69	-530	-0,42%	140	0,11%
Длинная	RTS_M1_2008_2015	2	Long pos 2	72553	14.06.2013 20:45	127240	close2 by rsi	72556	14.06.2013 21:30	126710	-0,42	-1060	3	-353,33333	452247,69	-530	-0,42%	140	0,11%
Длинная	RTS_M1_2008_2015	1	Long pos 1	72593	17.06.2013 16:45	129670	close1 by tp	72596	17.06.2013 17:30	130130	0,35	460	3	153,33333	452707,69	-100	-0,08%	460	0,35%
Длинная	RTS_M1_2008_2015	2	Long pos 2	72593	17.06.2013 16:45	129670	Close by trail	72614	17.06.2013 22:00	129937,842	0,21	535,684	21	25,50876	453243,374	-100	-0,08%	1120	0,86%
Длинная	RTS_M1_2008_2015	1	Long pos 1	72617	17.06.2013 22:45	129100	close1 by rsi	72618	17.06.2013 23:00	128980	-0,09	-120	1	-120	453123,374	-120	-0,09%	70	0,05%
Длинная	RTS_M1_2008_2015	2	Long pos 2	72617	17.06.2013 22:45	129100	close2 by rsi	72618	17.06.2013 23:00	128980	-0,09	-240	1	-240	452883,374	-120	-0,09%	70	0,05%
Длинная	RTS_M1_2008_2015	1	Long pos 1	72659	18.06.2013 19:15	130110	close1 by rsi	72660	18.06.2013 19:30	129890	-0,17	-220	1	-220	452663,374	-450	-0,35%	0	0,00%
Длинная	RTS_M1_2008_2015	2	Long pos 2	72659	18.06.2013 19:15	130110	close2 by rsi	72660	18.06.2013 19:30	129890	-0,17	-440	1	-440	452223,374	-450	-0,35%	0	0,00%
Длинная	RTS_M1_2008_2015	1	Long pos 1	72693	19.06.2013 13:45	128360	close1 by rsi	72701	19.06.2013 15:45	127560	-0,62	-800	8	-100	451423,374	-930	-0,72%	120	0,09%
Длинная	RTS_M1_2008_2015	2	Long pos 2	72693	19.06.2013 13:45	128360	close2 by rsi	72701	19.06.2013 15:45	127560	-0,62	-1600	8	-200	449823,374	-930	-0,72%	120	0,09%
Длинная	RTS_M1_2008_2015	1	Long pos 1	72770	20.06.2013 19:00	123620	close1 by tp	72775	20.06.2013 20:15	124030	0,33	410	5	82	450233,374	-400	-0,32%	680	0,55%
Длинная	RTS_M1_2008_2015	2	Long pos 2	72770	20.06.2013 19:00	123620	Close by trail	72781	20.06.2013 21:45	123203,528	-0,34	-832,944	11	-75,72218	449400,43	-416,472	-0,34%	680	0,55%
Длинная	RTS_M1_2008_2015	1	Long pos 1	72817	21.06.2013 16:45	124510	close1 by rsi	72822	21.06.2013 18:00	124160	-0,28	-350	5	-70	449050,43	-350	-0,28%	470	0,38%
Длинная	RTS_M1_2008_2015	2	Long pos 2	72817	21.06.2013 16:45	124510	close2 by rsi	72822	21.06.2013 18:00	124160	-0,28	-700	5	-140	448350,43	-350	-0,28%	470	0,38%
Длинная	RTS_M1_2008_2015	1	Long pos 1	72859	24.06.2013 13:15	123070	close1 by tp	72867	24.06.2013 15:15	123310	0,2	240	8	30	448590,43	-310	-0,25%	510	0,41%
Длинная	RTS_M1_2008_2015	2	Long pos 2	72859	24.06.2013 13:15	123070	Close by trail	72876	24.06.2013 17:30	123287,334	0,18	434,668	17	25,56871	449025,098	-310	-0,25%	1310	1,06%
Короткая	RTS_M1_2008_2015	1	Short pos 1	72875	24.06.2013 17:15	124040	close1 by tp	72877	24.06.2013 17:45	123080	0,77	960	2	480	449985,098	-60	-0,05%	960	0,77%
Короткая	RTS_M1_2008_2015	2	Short pos 2	72875	24.06.2013 17:15	124040	Close by trail	72890	24.06.2013 21:00	123057,607	0,79	1964,786	15	130,98573	451949,884	-60	-0,05%	2670	2,15%
Длинная	RTS_M1_2008_2015	1	Long pos 1	72878	24.06.2013 18:00	122700	close1 by sl	72880	24.06.2013 18:30	121710	-0,81	-990	2	-495	450959,884	-990	-0,81%	670	0,55%
Длинная	RTS_M1_2008_2015	2	Long pos 2	72878	24.06.2013 18:00	122700	close2 by sl	72880	24.06.2013 18:30	121710	-0,81	-1980	2	-990	448979,884	-990	-0,81%	670	0,55%
Короткая	RTS_M1_2008_2015	1	Short pos 1	72944	25.06.2013 20:30	124210	close1 by rsi	72956	25.06.2013 23:30	124420	-0,17	-210	12	-17,5	448769,884	-210	-0,17%	250	0,20%
Короткая	RTS_M1_2008_2015	2	Short pos 2	72944	25.06.2013 20:30	124210	close2 by rsi	72956	25.06.2013 23:30	124420	-0,17	-420	12	-35	448349,884	-210	-0,17%	250	0,20%
Длинная	RTS_M1_2008_2015	1	Long pos 1	72960	26.06.2013 10:30	123970	close1 by rsi	72961	26.06.2013 10:45	123880	-0,07	-90	1	-90	448259,884	-90	-0,07%	120	0,10%
Длинная	RTS_M1_2008_2015	2	Long pos 2	72960	26.06.2013 10:30	123970	close2 by rsi	72961	26.06.2013 10:45	123880	-0,07	-180	1	-180	448079,884	-90	-0,07%	120	0,10%
Короткая	RTS_M1_2008_2015	1	Short pos 1	72972	26.06.2013 13:30	125360	close1 by tp	72978	26.06.2013 15:00	125040	0,26	320	6	53,33333	448399,884	-270	-0,22%	330	0,26%
Короткая	RTS_M1_2008_2015	2	Short pos 2	72972	26.06.2013 13:30	125360	Close by trail	72987	26.06.2013 17:15	125302,218	0,05	115,564	15	7,70427	448515,448	-270	-0,22%	750	0,60%
Короткая	RTS_M1_2008_2015	1	Short pos 1	72992	26.06.2013 18:30	125730	close1 by tp	72995	26.06.2013 19:15	124380	1,07	1350	3	450	449865,448	-30	-0,02%	1800	1,43%
Короткая	RTS_M1_2008_2015	2	Short pos 2	72992	26.06.2013 18:30	125730	Close by trail	73010	26.06.2013 23:00	125041,545	0,55	1376,91	18	76,495	451242,358	-30	-0,02%	1800	1,43%
Короткая	RTS_M1_2008_2015	1	Short pos 1	73017	27.06.2013 10:45	125830	close1 by tp	73020	27.06.2013 11:30	124880	0,75	950	3	316,66667	452192,358	-130	-0,10%	1130	0,90%
Короткая	RTS_M1_2008_2015	2	Short pos 2	73017	27.06.2013 10:45	125830	Close by trail	73037	27.06.2013 15:45	125458,14	0,3	743,72	20	37,186	452936,078	-130	-0,10%	1320	1,05%
Короткая	RTS_M1_2008_2015	1	Short pos 1	73039	27.06.2013 16:15	125330	close1 by rsi	73040	27.06.2013 16:30	125400	-0,06	-70	1	-70	452866,078	-70	-0,06%	0	0,00%
Короткая	RTS_M1_2008_2015	2	Short pos 2	73039	27.06.2013 16:15	125330	close2 by rsi	73040	27.06.2013 16:30	125400	-0,06	-140	1	-140	452726,078	-70	-0,06%	0	0,00%
Длинная	RTS_M1_2008_2015	1	Long pos 1	73044	27.06.2013 17:30	125040	close1 by tp	73046	27.06.2013 18:00	125440	0,32	400	2	200	453126,078	-190	-0,15%	600	0,48%
Длинная	RTS_M1_2008_2015	2	Long pos 2	73044	27.06.2013 17:30	125040	Close by trail	73071	28.06.2013 10:15	125889,933	0,68	1699,866	27	62,958	454825,944	-480	-0,38%	1360	1,09%
Короткая	RTS_M1_2008_2015	1	Short pos 1	73060	27.06.2013 21:30	125300	close1 by rsi	73061	27.06.2013 21:45	125320	-0,02	-20	1	-20	454805,944	-150	-0,12%	0	0,00%
Короткая	RTS_M1_2008_2015	2	Short pos 2	73060	27.06.2013 21:30	125300	close2 by rsi	73061	27.06.2013 21:45	125320	-0,02	-40	1	-40	454765,944	-150	-0,12%	0	0,00%
Длинная	RTS_M1_2008_2015	1	Long pos 1	73094	28.06.2013 16:00	125780	close1 by rsi	73095	28.06.2013 16:15	125450	-0,26	-330	1	-330	454435,944	-330	-0,26%	0	0,00%
Длинная	RTS_M1_2008_2015	2	Long pos 2	73094	28.06.2013 16:00	125780	close2 by rsi	73095	28.06.2013 16:15	125450	-0,26	-660	1	-660	453775,944	-330	-0,26%	0	0,00%
Короткая	RTS_M1_2008_2015	1	Short pos 1	73216	02.07.2013 18:30	126340	close1 by tp	73219	02.07.2013 19:15	126000	0,27	340	3	113,33333	454115,944	-60	-0,05%	340	0,27%
Короткая	RTS_M1_2008_2015	2	Short pos 2	73216	02.07.2013 18:30	126340	Close by trail	73238	03.07.2013 10:00	125061,077	1,01	2557,846	22	116,26573	456673,79	-60	-0,05%	2160	1,71%
Длинная	RTS_M1_2008_2015	1	Long pos 1	73297	04.07.2013 10:45	125700	close1 by rsi	73298	04.07.2013 11:00	125670	-0,02	-30	1	-30	456643,79	-30	-0,02%	70	0,06%
Длинная	RTS_M1_2008_2015	2	Long pos 2	73297	04.07.2013 10:45	125700	close2 by rsi	73298	04.07.2013 11:00	125670	-0,02	-60	1	-60	456583,79	-30	-0,02%	70	0,06%
Короткая	RTS_M1_2008_2015	1	Short pos 1	73317	04.07.2013 15:45	125720	close1 by rsi	73322	04.07.2013 17:00	126370	-0,52	-650	5	-130	455933,79	-650	-0,52%	180	0,14%
Короткая	RTS_M1_2008_2015	2	Short pos 2	73317	04.07.2013 15:45	125720	close2 by rsi	73322	04.07.2013 17:00	126370	-0,52	-1300	5	-260	454633,79	-650	-0,52%	180	0,14%
Короткая	RTS_M1_2008_2015	1	Short pos 1	73360	05.07.2013 12:30	127840	close1 by tp	73366	05.07.2013 14:00	127420	0,33	420	6	70	455053,79	-60	-0,05%	420	0,33%
Короткая	RTS_M1_2008_2015	2	Short pos 2	73360	05.07.2013 12:30	127840	Close by trail	73376	05.07.2013 16:30	127512,648	0,26	654,704	16	40,919	455708,494	-60	-0,05%	1140	0,89%
Короткая	RTS_M1_2008_2015	1	Short pos 1	73450	08.07.2013 21:00	126920	close1 by tp	73460	08.07.2013 23:30	126820	0,08	100	10	10	455808,494	-110	-0,09%	100	0,08%
Короткая	RTS_M1_2008_2015	2	Short pos 2	73450	08.07.2013 21:00	126920	Close by trail	73462	09.07.2013 10:00	127028,46	-0,09	-216,92	12	-18,07667	455591,574	-108,46	-0,09%	220	0,17%
Короткая	RTS_M1_2008_2015	1	Short pos 1	73467	09.07.2013 11:15	127450	close1 by tp	73479	09.07.2013 14:15	127250	0,16	200	12	16,66667	455791,574	-620	-0,49%	200	0,16%
Короткая	RTS_M1_2008_2015	2	Short pos 2	73467	09.07.2013 11:15	127450	Close by trail	73489	09.07.2013 16:45	127559,149	-0,09	-218,298	22	-9,92264	455573,276	-620	-0,49%	500	0,39%
Короткая	RTS_M1_2008_2015	1	Short pos 1	73507	09.07.2013 21:15	127540	close1 by rsi	73520	10.07.2013 10:30	127990	-0,35	-450	13	-34,61538	455123,276	-560	-0,44%	340	0,27%
Короткая	RTS_M1_2008_2015	2	Short pos 2	73507	09.07.2013 21:15	127540	close2 by rsi	73520	10.07.2013 10:30	127990	-0,35	-900	13	-69,23077	454223,276	-560	-0,44%	340	0,27%
Длинная	RTS_M1_2008_2015	1	Long pos 1	73552	10.07.2013 18:30	126300	close1 by tp	73567	10.07.2013 22:15	126550	0,2	250	15	16,66667	454473,276	-290	-0,23%	250	0,20%
Длинная	RTS_M1_2008_2015	2	Long pos 2	73552	10.07.2013 18:30	126300	Close by trail	73569	10.07.2013 22:45	126041,147	-0,2	-517,706	17	-30,45329	453955,57	-258,853	-0,20%	510	0,40%
Короткая	RTS_M1_2008_2015	1	Short pos 1	73568	10.07.2013 22:30	126510	close1 by tp	73570	10.07.2013 23:00	125830	0,54	680	2	340	454635,57	-150	-0,12%	680	0,54%
Короткая	RTS_M1_2008_2015	2	Short pos 2	73568	10.07.2013 22:30	126510	Close by trail	73574	11.07.2013 10:00	126387,553	0,1	244,894	6	40,81567	454880,464	0	0,00%	790	0,62%
Длинная	RTS_M1_2008_2015	1	Long pos 1	73710	15.07.2013 16:00	133970	close1 by tp	73713	15.07.2013 16:45	134480	0,38	510	3	170	455390,464	-10	-0,01%	510	0,38%
Длинная	RTS_M1_2008_2015	2	Long pos 2	73710	15.07.2013 16:00	133970	Close by trail	73719	15.07.2013 18:15	134428,828	0,34	917,656	9	101,96178	456308,12	-10	-0,01%	1090	0,81%
Короткая	RTS_M1_2008_2015	1	Short pos 1	73715	15.07.2013 17:15	134520	close1 by rsi	73716	15.07.2013 17:30	134700	-0,13	-180	1	-180	456128,12	-180	-0,13%	70	0,05%
Короткая	RTS_M1_2008_2015	2	Short pos 2	73715	15.07.2013 17:15	134520	close2 by rsi	73716	15.07.2013 17:30	134700	-0,13	-360	1	-360	455768,12	-180	-0,13%	70	0,05%
Длинная	RTS_M1_2008_2015	1	Long pos 1	73992	22.07.2013 16:30	138260	close1 by rsi	73995	22.07.2013 17:15	137690	-0,41	-570	3	-190	455198,12	-570	-0,41%	20	0,01%
Длинная	RTS_M1_2008_2015	2	Long pos 2	73992	22.07.2013 16:30	138260	close2 by rsi	73995	22.07.2013 17:15	137690	-0,41	-1140	3	-380	454058,12	-570	-0,41%	20	0,01%
Короткая	RTS_M1_2008_2015	1	Short pos 1	74006	22.07.2013 20:00	137800	close1 by tp	74012	22.07.2013 21:30	137200	0,44	600	6	100	454658,12	-180	-0,13%	600	0,44%
Короткая	RTS_M1_2008_2015	2	Short pos 2	74006	22.07.2013 20:00	137800	Close by trail	74022	23.07.2013 10:00	137809,575	-0,01	-19,15	16	-1,19688	454638,97	-9,575	-0,01%	770	0,56%
Длинная	RTS_M1_2008_2015	1	Long pos 1	74014	22.07.2013 22:00	137250	close1 by tp	74019	22.07.2013 23:15	137660	0,3	410	5	82	455048,97	-60	-0,04%	410	0,30%
Длинная	RTS_M1_2008_2015	2	Long pos 2	74014	22.07.2013 22:00	137250	Close by trail	74028	23.07.2013 11:30	138260,693	0,74	2021,386	14	144,38471	457070,356	-60	-0,04%	2030	1,48%
Короткая	RTS_M1_2008_2015	1	Short pos 1	74027	23.07.2013 11:15	138660	close1 by tp	74039	23.07.2013 14:15	138350	0,22	310	12	25,83333	457380,356	-620	-0,45%	310	0,22%
Короткая	RTS_M1_2008_2015	2	Short pos 2	74027	23.07.2013 11:15	138660	Close by trail	74049	23.07.2013 16:45	138816,947	-0,11	-313,894	22	-14,26791	457066,462	-620	-0,45%	560	0,40%
Длинная	RTS_M1_2008_2015	1	Long pos 1	74062	23.07.2013 20:00	137330	close1 by rsi	74063	23.07.2013 20:15	137320	-0,01	-10	1	-10	457056,462	-120	-0,09%	0	0,00%
Длинная	RTS_M1_2008_2015	2	Long pos 2	74062	23.07.2013 20:00	137330	close2 by rsi	74063	23.07.2013 20:15	137320	-0,01	-20	1	-20	457036,462	-120	-0,09%	0	0,00%
Короткая	RTS_M1_2008_2015	1	Short pos 1	74102	24.07.2013 16:00	137080	close1 by rsi	74104	24.07.2013 16:30	137510	-0,31	-430	2	-215	456606,462	-650	-0,47%	10	0,01%
Короткая	RTS_M1_2008_2015	2	Short pos 2	74102	24.07.2013 16:00	137080	close2 by rsi	74104	24.07.2013 16:30	137510	-0,31	-860	2	-430	455746,462	-650	-0,47%	10	0,01%
Короткая	RTS_M1_2008_2015	1	Short pos 1	74191	26.07.2013 10:15	135600	close1 by tp	74197	26.07.2013 11:45	135200	0,29	400	6	66,66667	456146,462	-240	-0,18%	400	0,29%
Короткая	RTS_M1_2008_2015	2	Short pos 2	74191	26.07.2013 10:15	135600	Close by trail	74200	26.07.2013 12:30	135587,209	0,01	25,582	9	2,84244	456172,044	-240	-0,18%	780	0,58%
Длинная	RTS_M1_2008_2015	1	Long pos 1	74219	26.07.2013 17:15	134770	close1 by rsi	74226	26.07.2013 19:00	134510	-0,19	-260	7	-37,14286	455912,044	-260	-0,19%	490	0,36%
Длинная	RTS_M1_2008_2015	2	Long pos 2	74219	26.07.2013 17:15	134770	close2 by rsi	74226	26.07.2013 19:00	134510	-0,19	-520	7	-74,28571	455392,044	-260	-0,19%	490	0,36%
Короткая	RTS_M1_2008_2015	1	Short pos 1	74240	26.07.2013 22:30	134290	close1 by rsi	74244	26.07.2013 23:30	134800	-0,38	-510	4	-127,5	454882,044	-510	-0,38%	30	0,02%
Короткая	RTS_M1_2008_2015	2	Short pos 2	74240	26.07.2013 22:30	134290	close2 by rsi	74244	26.07.2013 23:30	134800	-0,38	-1020	4	-255	453862,044	-510	-0,38%	30	0,02%
Длинная	RTS_M1_2008_2015	1	Long pos 1	74272	29.07.2013 16:30	134240	close1 by rsi	74274	29.07.2013 17:00	133980	-0,19	-260	2	-130	453602,044	-440	-0,33%	50	0,04%
Длинная	RTS_M1_2008_2015	2	Long pos 2	74272	29.07.2013 16:30	134240	close2 by rsi	74274	29.07.2013 17:00	133980	-0,19	-520	2	-260	453082,044	-440	-0,33%	50	0,04%
Короткая	RTS_M1_2008_2015	1	Short pos 1	74293	29.07.2013 21:45	134160	close1 by rsi	74295	29.07.2013 22:15	134380	-0,16	-220	2	-110	452862,044	-240	-0,18%	100	0,07%
Короткая	RTS_M1_2008_2015	2	Short pos 2	74293	29.07.2013 21:45	134160	close2 by rsi	74295	29.07.2013 22:15	134380	-0,16	-440	2	-220	452422,044	-240	-0,18%	100	0,07%
Длинная	RTS_M1_2008_2015	1	Long pos 1	74351	30.07.2013 22:15	132160	close1 by tp	74356	30.07.2013 23:30	132480	0,24	320	5	64	452742,044	-30	-0,02%	320	0,24%
Длинная	RTS_M1_2008_2015	2	Long pos 2	74351	30.07.2013 22:15	132160	Close by trail	74358	31.07.2013 10:00	132114,289	-0,03	-91,422	7	-13,06029	452650,622	-45,711	-0,03%	440	0,33%
Короткая	RTS_M1_2008_2015	1	Short pos 1	74358	31.07.2013 10:00	132450	close1 by tp	74359	31.07.2013 10:15	132040	0,31	410	1	410	453060,622	-150	-0,11%	410	0,31%
Короткая	RTS_M1_2008_2015	2	Short pos 2	74358	31.07.2013 10:00	132450	Close by trail	74364	31.07.2013 11:30	132235,804	0,16	428,392	6	71,39867	453489,014	-150	-0,11%	930	0,70%
Короткая	RTS_M1_2008_2015	1	Short pos 1	74405	31.07.2013 21:45	131350	close1 by rsi	74408	31.07.2013 22:30	131520	-0,13	-170	3	-56,66667	453319,014	-170	-0,13%	710	0,54%
Короткая	RTS_M1_2008_2015	2	Short pos 2	74405	31.07.2013 21:45	131350	close2 by rsi	74408	31.07.2013 22:30	131520	-0,13	-340	3	-113,33333	452979,014	-170	-0,13%	710	0,54%
Короткая	RTS_M1_2008_2015	1	Short pos 1	74512	02.08.2013 20:30	133680	close1 by rsi	74513	02.08.2013 20:45	133760	-0,06	-80	1	-80	452899,014	-80	-0,06%	0	0,00%
Короткая	RTS_M1_2008_2015	2	Short pos 2	74512	02.08.2013 20:30	133680	close2 by rsi	74513	02.08.2013 20:45	133760	-0,06	-160	1	-160	452739,014	-80	-0,06%	0	0,00%
Длинная	RTS_M1_2008_2015	1	Long pos 1	74531	05.08.2013 11:15	133470	close1 by tp	74533	05.08.2013 11:45	133750	0,21	280	2	140	453019,014	-90	-0,07%	280	0,21%
Длинная	RTS_M1_2008_2015	2	Long pos 2	74531	05.08.2013 11:15	133470	Close by trail	74539	05.08.2013 13:15	133567,59	0,07	195,18	8	24,3975	453214,194	-90	-0,07%	810	0,61%
Короткая	RTS_M1_2008_2015	1	Short pos 1	74534	05.08.2013 12:00	133600	close1 by tp	74540	05.08.2013 13:30	133610	-0,01	-10	6	-1,66667	453204,194	-680	-0,51%	0	0,00%
Короткая	RTS_M1_2008_2015	2	Short pos 2	74534	05.08.2013 12:00	133600	Close by trail	74560	05.08.2013 18:30	133246,153	0,26	707,694	26	27,219	453911,888	-680	-0,51%	980	0,73%
