Long/Short	Symbol	Shares	Entry Signal	Entry Bar	Entry Date	Entry Price	Exit Signal	Exit Bar	Exit Date	Exit Price	% Change	Net Profit	Bars Held	Profit/Bar	Cum Profit	MAE	MAE %	MFE	MFE %
Длинная	RTS_M1_2008_2015	1	Long pos 1	22	09.01.2008 16:00	232415	close1 by rsi	23	09.01.2008 16:15	231900	-0,22	-515	1	-515	-515	-515	-0,22%	160	0,07%
Длинная	RTS_M1_2008_2015	2	Long pos 2	22	09.01.2008 16:00	232415	close2 by rsi	23	09.01.2008 16:15	231900	-0,22	-1030	1	-1030	-1545	-515	-0,22%	160	0,07%
Короткая	RTS_M1_2008_2015	1	Short pos 1	35	10.01.2008 11:30	232465	close1 by sl	44	10.01.2008 13:45	233465	-0,43	-1000	9	-111,11111	-2545	-1000	-0,43%	285	0,12%
Короткая	RTS_M1_2008_2015	2	Short pos 2	35	10.01.2008 11:30	232465	close2 by sl	44	10.01.2008 13:45	233465	-0,43	-2000	9	-222,22222	-4545	-1000	-0,43%	285	0,12%
Длинная	RTS_M1_2008_2015	1	Long pos 1	59	10.01.2008 17:30	233430	close1 by rsi	60	10.01.2008 17:45	233070	-0,15	-360	1	-360	-4905	-425	-0,18%	0	0,00%
Длинная	RTS_M1_2008_2015	2	Long pos 2	59	10.01.2008 17:30	233430	close2 by rsi	60	10.01.2008 17:45	233070	-0,15	-720	1	-720	-5625	-425	-0,18%	0	0,00%
Длинная	RTS_M1_2008_2015	1	Long pos 1	95	14.01.2008 11:00	233035	close1 by tp	98	14.01.2008 11:45	235315	0,98	2280	3	760	-3345	-285	-0,12%	2280	0,98%
Длинная	RTS_M1_2008_2015	2	Long pos 2	95	14.01.2008 11:00	233035	Close by trail	124	15.01.2008 10:30	236013,387	1,28	5956,774	29	205,406	2611,774	-285	-0,12%	2978,387	1,28%
Короткая	RTS_M1_2008_2015	1	Short pos 1	101	14.01.2008 12:30	235145	close1 by sl	104	14.01.2008 13:15	236160	-0,43	-1015	3	-338,33333	1596,774	-1015	-0,43%	235	0,10%
Короткая	RTS_M1_2008_2015	2	Short pos 2	101	14.01.2008 12:30	235145	close2 by sl	104	14.01.2008 13:15	236160	-0,43	-2030	3	-676,66667	-433,226	-1015	-0,43%	235	0,10%
Короткая	RTS_M1_2008_2015	1	Short pos 1	143	15.01.2008 15:15	236695	close1 by tp	150	15.01.2008 17:00	235165	0,65	1530	7	218,57143	1096,774	-45	-0,02%	1530	0,65%
Короткая	RTS_M1_2008_2015	2	Short pos 2	143	15.01.2008 15:15	236695	Close by trail	181	16.01.2008 17:00	224655,036	5,09	24079,928	38	633,68232	25176,702	-45	-0,02%	16695	7,05%
Длинная	RTS_M1_2008_2015	1	Long pos 1	155	16.01.2008 10:30	232650	close1 by rsi	156	16.01.2008 10:45	232145	-0,22	-505	1	-505	24671,702	-505	-0,22%	150	0,06%
Длинная	RTS_M1_2008_2015	2	Long pos 2	155	16.01.2008 10:30	232650	close2 by rsi	156	16.01.2008 10:45	232145	-0,22	-1010	1	-1010	23661,702	-505	-0,22%	150	0,06%
Длинная	RTS_M1_2008_2015	1	Long pos 1	219	18.01.2008 11:00	219775	close1 by rsi	220	18.01.2008 11:15	218620	-0,53	-1155	1	-1155	22506,702	-1155	-0,53%	225	0,10%
Длинная	RTS_M1_2008_2015	2	Long pos 2	219	18.01.2008 11:00	219775	close2 by rsi	220	18.01.2008 11:15	218620	-0,53	-2310	1	-2310	20196,702	-1155	-0,53%	225	0,10%
Длинная	RTS_M1_2008_2015	1	Long pos 1	319	23.01.2008 12:45	198900	close1 by rsi	320	23.01.2008 13:00	198795	-0,05	-105	1	-105	20091,702	-1575	-0,79%	0	0,00%
Длинная	RTS_M1_2008_2015	2	Long pos 2	319	23.01.2008 12:45	198900	close2 by rsi	320	23.01.2008 13:00	198795	-0,05	-210	1	-210	19881,702	-1575	-0,79%	0	0,00%
Короткая	RTS_M1_2008_2015	1	Short pos 1	354	24.01.2008 13:45	199450	close1 by sl	355	24.01.2008 14:00	200425	-0,49	-975	1	-975	18906,702	-975	-0,49%	150	0,08%
Короткая	RTS_M1_2008_2015	2	Short pos 2	354	24.01.2008 13:45	199450	close2 by sl	355	24.01.2008 14:00	200425	-0,49	-1950	1	-1950	16956,702	-975	-0,49%	150	0,08%
Длинная	RTS_M1_2008_2015	1	Long pos 1	366	24.01.2008 16:45	199850	close1 by tp	370	24.01.2008 17:45	201300	0,73	1450	4	362,5	18406,702	-285	-0,14%	1450	0,73%
Длинная	RTS_M1_2008_2015	2	Long pos 2	366	24.01.2008 16:45	199850	Close by trail	379	25.01.2008 12:15	203652,573	1,9	7605,146	13	585,01123	26011,848	-285	-0,14%	7600	3,80%
Короткая	RTS_M1_2008_2015	1	Short pos 1	372	25.01.2008 10:30	206500	close1 by rsi	373	25.01.2008 10:45	204930	0,76	1570	1	1570	27581,848	-450	-0,22%	1570	0,76%
Короткая	RTS_M1_2008_2015	2	Short pos 2	372	25.01.2008 10:30	206500	close2 by rsi	373	25.01.2008 10:45	204930	0,76	3140	1	3140	30721,848	-450	-0,22%	1570	0,76%
Короткая	RTS_M1_2008_2015	1	Short pos 1	391	25.01.2008 15:15	206090	close1 by sl	400	25.01.2008 17:30	207025	-0,45	-935	9	-103,88889	29786,848	-935	-0,45%	1775	0,86%
Короткая	RTS_M1_2008_2015	2	Short pos 2	391	25.01.2008 15:15	206090	close2 by sl	400	25.01.2008 17:30	207025	-0,45	-1870	9	-207,77778	27916,848	-935	-0,45%	1775	0,86%
Короткая	RTS_M1_2008_2015	1	Short pos 1	425	28.01.2008 16:00	199070	close1 by rsi	426	28.01.2008 16:15	200255	-0,6	-1185	1	-1185	26731,848	-1185	-0,60%	465	0,23%
Короткая	RTS_M1_2008_2015	2	Short pos 2	425	28.01.2008 16:00	199070	close2 by rsi	426	28.01.2008 16:15	200255	-0,6	-2370	1	-2370	24361,848	-1185	-0,60%	465	0,23%
Короткая	RTS_M1_2008_2015	1	Short pos 1	437	29.01.2008 11:15	201215	close1 by sl	440	29.01.2008 12:00	202275	-0,53	-1060	3	-353,33333	23301,848	-1060	-0,53%	115	0,06%
Короткая	RTS_M1_2008_2015	2	Short pos 2	437	29.01.2008 11:15	201215	close2 by sl	440	29.01.2008 12:00	202275	-0,53	-2120	3	-706,66667	21181,848	-1060	-0,53%	115	0,06%
Короткая	RTS_M1_2008_2015	1	Short pos 1	460	29.01.2008 17:00	202570	close1 by rsi	461	29.01.2008 17:15	202800	-0,11	-230	1	-230	20951,848	-230	-0,11%	70	0,03%
Короткая	RTS_M1_2008_2015	2	Short pos 2	460	29.01.2008 17:00	202570	close2 by rsi	461	29.01.2008 17:15	202800	-0,11	-460	1	-460	20491,848	-230	-0,11%	70	0,03%
Длинная	RTS_M1_2008_2015	1	Long pos 1	467	30.01.2008 11:00	201965	close1 by sl	473	30.01.2008 12:30	200990	-0,48	-975	6	-162,5	19516,848	-975	-0,48%	380	0,19%
Длинная	RTS_M1_2008_2015	2	Long pos 2	467	30.01.2008 11:00	201965	close2 by sl	473	30.01.2008 12:30	200990	-0,48	-1950	6	-325	17566,848	-975	-0,48%	380	0,19%
Короткая	RTS_M1_2008_2015	1	Short pos 1	481	30.01.2008 14:30	201820	close1 by rsi	489	30.01.2008 16:30	202215	-0,2	-395	8	-49,375	17171,848	-575	-0,28%	0	0,00%
Короткая	RTS_M1_2008_2015	2	Short pos 2	481	30.01.2008 14:30	201820	close2 by rsi	489	30.01.2008 16:30	202215	-0,2	-790	8	-98,75	16381,848	-575	-0,28%	0	0,00%
Короткая	RTS_M1_2008_2015	1	Short pos 1	547	01.02.2008 15:30	199500	close1 by rsi	548	01.02.2008 15:45	201390	-0,95	-1890	1	-1890	14491,848	-1890	-0,95%	190	0,10%
Короткая	RTS_M1_2008_2015	2	Short pos 2	547	01.02.2008 15:30	199500	close2 by rsi	548	01.02.2008 15:45	201390	-0,95	-3780	1	-3780	10711,848	-1890	-0,95%	190	0,10%
Длинная	RTS_M1_2008_2015	1	Long pos 1	580	04.02.2008 16:00	202215	close1 by tp	584	04.02.2008 17:00	202865	0,32	650	4	162,5	11361,848	-715	-0,35%	650	0,32%
Длинная	RTS_M1_2008_2015	2	Long pos 2	580	04.02.2008 16:00	202215	Close by trail	604	05.02.2008 14:15	204557,523	1,16	4685,046	24	195,21025	16046,894	-715	-0,35%	4860	2,40%
Длинная	RTS_M1_2008_2015	1	Long pos 1	694	08.02.2008 13:30	189770	close1 by rsi	695	08.02.2008 13:45	188560	-0,64	-1210	1	-1210	14836,894	-1565	-0,82%	130	0,07%
Длинная	RTS_M1_2008_2015	2	Long pos 2	694	08.02.2008 13:30	189770	close2 by rsi	695	08.02.2008 13:45	188560	-0,64	-2420	1	-2420	12416,894	-1565	-0,82%	130	0,07%
Короткая	RTS_M1_2008_2015	1	Short pos 1	726	11.02.2008 13:45	191390	close1 by tp	730	11.02.2008 14:45	190255	0,59	1135	4	283,75	13551,894	-550	-0,29%	1440	0,75%
Короткая	RTS_M1_2008_2015	2	Short pos 2	726	11.02.2008 13:45	191390	Close by trail	731	11.02.2008 15:00	192435	-0,55	-2090	5	-418	11461,894	-1045	-0,55%	1440	0,75%
Короткая	RTS_M1_2008_2015	1	Short pos 1	733	11.02.2008 15:30	192475	close1 by sl	734	11.02.2008 15:45	193475	-0,52	-1000	1	-1000	10461,894	-1000	-0,52%	640	0,33%
Короткая	RTS_M1_2008_2015	2	Short pos 2	733	11.02.2008 15:30	192475	close2 by sl	734	11.02.2008 15:45	193475	-0,52	-2000	1	-2000	8461,894	-1000	-0,52%	640	0,33%
Короткая	RTS_M1_2008_2015	1	Short pos 1	752	12.02.2008 12:30	197220	close1 by sl	754	12.02.2008 13:00	198230	-0,51	-1010	2	-505	7451,894	-1010	-0,51%	65	0,03%
Короткая	RTS_M1_2008_2015	2	Short pos 2	752	12.02.2008 12:30	197220	close2 by sl	754	12.02.2008 13:00	198230	-0,51	-2020	2	-1010	5431,894	-1010	-0,51%	65	0,03%
Длинная	RTS_M1_2008_2015	1	Long pos 1	766	12.02.2008 16:00	197430	close1 by tp	768	12.02.2008 16:30	199730	1,16	2300	2	1150	7731,894	-725	-0,37%	2620	1,33%
Длинная	RTS_M1_2008_2015	2	Long pos 2	766	12.02.2008 16:00	197430	Close by trail	775	13.02.2008 10:30	198885,278	0,74	2910,556	9	323,39511	10642,45	-725	-0,37%	1455,278	0,74%
Короткая	RTS_M1_2008_2015	1	Short pos 1	769	12.02.2008 16:45	199020	close1 by sl	773	12.02.2008 17:45	200020	-0,5	-1000	4	-250	9642,45	-1000	-0,50%	430	0,22%
Короткая	RTS_M1_2008_2015	2	Short pos 2	769	12.02.2008 16:45	199020	close2 by sl	773	12.02.2008 17:45	200020	-0,5	-2000	4	-500	7642,45	-1000	-0,50%	430	0,22%
Короткая	RTS_M1_2008_2015	1	Short pos 1	785	13.02.2008 13:00	200300	close1 by tp	797	13.02.2008 16:00	198750	0,77	1550	12	129,16667	9192,45	-680	-0,34%	2180	1,09%
Короткая	RTS_M1_2008_2015	2	Short pos 2	785	13.02.2008 13:00	200300	Close by trail	799	13.02.2008 16:30	201235,799	-0,47	-1871,598	14	-133,68557	7320,852	-935,799	-0,47%	2180	1,09%
Короткая	RTS_M1_2008_2015	1	Short pos 1	804	13.02.2008 17:45	202550	close1 by sl	806	14.02.2008 10:30	205510	-1,46	-2960	2	-1480	4360,852	-2960	-1,46%	525	0,26%
Короткая	RTS_M1_2008_2015	2	Short pos 2	804	13.02.2008 17:45	202550	close2 by sl	806	14.02.2008 10:30	205510	-1,46	-5920	2	-2960	-1559,148	-2960	-1,46%	525	0,26%
Длинная	RTS_M1_2008_2015	1	Long pos 1	830	14.02.2008 16:30	202145	close1 by tp	833	14.02.2008 17:15	204485	1,16	2340	3	780	780,852	-945	-0,47%	3035	1,50%
Длинная	RTS_M1_2008_2015	2	Long pos 2	830	14.02.2008 16:30	202145	Close by trail	834	14.02.2008 17:30	202301,853	0,08	313,706	4	78,4265	1094,558	-945	-0,47%	3035	1,50%
Короткая	RTS_M1_2008_2015	1	Short pos 1	834	14.02.2008 17:30	204600	close1 by tp	835	14.02.2008 17:45	202210	1,17	2390	1	2390	3484,558	-135	-0,07%	2390	1,17%
Короткая	RTS_M1_2008_2015	2	Short pos 2	834	14.02.2008 17:30	204600	Close by trail	868	18.02.2008 10:30	200643,373	1,93	7913,254	34	232,74276	11397,812	-135	-0,07%	6170	3,02%
Короткая	RTS_M1_2008_2015	1	Short pos 1	870	18.02.2008 11:00	201810	close1 by rsi	871	18.02.2008 11:15	202100	-0,14	-290	1	-290	11107,812	-585	-0,29%	275	0,14%
Короткая	RTS_M1_2008_2015	2	Short pos 2	870	18.02.2008 11:00	201810	close2 by rsi	871	18.02.2008 11:15	202100	-0,14	-580	1	-580	10527,812	-585	-0,29%	275	0,14%
Короткая	RTS_M1_2008_2015	1	Short pos 1	902	19.02.2008 11:15	204905	close1 by tp	904	19.02.2008 11:45	203010	0,92	1895	2	947,5	12422,812	-365	-0,18%	2305	1,12%
Короткая	RTS_M1_2008_2015	2	Short pos 2	902	19.02.2008 11:15	204905	Close by trail	918	19.02.2008 15:15	204600,435	0,15	609,13	16	38,07063	13031,942	-365	-0,18%	2580	1,26%
Короткая	RTS_M1_2008_2015	1	Short pos 1	924	19.02.2008 16:45	205800	close1 by sl	926	19.02.2008 17:15	206800	-0,49	-1000	2	-500	12031,942	-1000	-0,49%	655	0,32%
Короткая	RTS_M1_2008_2015	2	Short pos 2	924	19.02.2008 16:45	205800	close2 by sl	926	19.02.2008 17:15	206800	-0,49	-2000	2	-1000	10031,942	-1000	-0,49%	655	0,32%
Короткая	RTS_M1_2008_2015	1	Short pos 1	961	21.02.2008 10:30	206025	close1 by rsi	962	21.02.2008 10:45	206640	-0,3	-615	1	-615	9416,942	-615	-0,30%	700	0,34%
Короткая	RTS_M1_2008_2015	2	Short pos 2	961	21.02.2008 10:30	206025	close2 by rsi	962	21.02.2008 10:45	206640	-0,3	-1230	1	-1230	8186,942	-615	-0,30%	700	0,34%
Длинная	RTS_M1_2008_2015	1	Long pos 1	1023	26.02.2008 10:30	210995	close1 by tp	1024	26.02.2008 10:45	211135	0,07	140	1	140	8326,942	-495	-0,23%	1505	0,71%
Длинная	RTS_M1_2008_2015	2	Long pos 2	1023	26.02.2008 10:30	210995	Close by trail	1040	26.02.2008 14:45	210390,913	-0,29	-1208,174	17	-71,06906	7118,768	-604,087	-0,29%	1505	0,71%
Короткая	RTS_M1_2008_2015	1	Short pos 1	1031	26.02.2008 12:30	211825	close1 by tp	1036	26.02.2008 13:45	210805	0,48	1020	5	204	8138,768	-115	-0,05%	1085	0,51%
Короткая	RTS_M1_2008_2015	2	Short pos 2	1031	26.02.2008 12:30	211825	Close by trail	1054	27.02.2008 10:30	212500	-0,32	-1350	23	-58,69565	6788,768	-675	-0,32%	2295	1,08%
Короткая	RTS_M1_2008_2015	1	Short pos 1	1056	27.02.2008 11:00	212285	close1 by tp	1061	27.02.2008 12:15	209755	1,19	2530	5	506	9318,768	-290	-0,14%	2530	1,19%
Короткая	RTS_M1_2008_2015	2	Short pos 2	1056	27.02.2008 11:00	212285	Close by trail	1069	27.02.2008 14:15	211277,188	0,47	2015,624	13	155,048	11334,392	-290	-0,14%	2680	1,26%
Короткая	RTS_M1_2008_2015	1	Short pos 1	1070	27.02.2008 14:30	210850	close1 by rsi	1071	27.02.2008 14:45	211015	-0,08	-165	1	-165	11169,392	-165	-0,08%	145	0,07%
Короткая	RTS_M1_2008_2015	2	Short pos 2	1070	27.02.2008 14:30	210850	close2 by rsi	1071	27.02.2008 14:45	211015	-0,08	-330	1	-330	10839,392	-165	-0,08%	145	0,07%
Длинная	RTS_M1_2008_2015	1	Long pos 1	1080	27.02.2008 17:00	209500	close1 by sl	1086	28.02.2008 10:45	208500	-0,48	-1000	6	-166,66667	9839,392	-1000	-0,48%	990	0,47%
Длинная	RTS_M1_2008_2015	2	Long pos 2	1080	27.02.2008 17:00	209500	close2 by sl	1086	28.02.2008 10:45	208500	-0,48	-2000	6	-333,33333	7839,392	-1000	-0,48%	990	0,47%
Длинная	RTS_M1_2008_2015	1	Long pos 1	1253	06.03.2008 13:45	204800	close1 by tp	1258	06.03.2008 15:00	207585	1,36	2785	5	557	10624,392	-620	-0,30%	2785	1,36%
Длинная	RTS_M1_2008_2015	2	Long pos 2	1253	06.03.2008 13:45	204800	Close by trail	1261	06.03.2008 15:45	205988,795	0,58	2377,59	8	297,19875	13001,982	-620	-0,30%	3150	1,54%
Короткая	RTS_M1_2008_2015	1	Short pos 1	1293	07.03.2008 16:00	202190	close1 by tp	1296	07.03.2008 16:45	200545	0,81	1645	3	548,33333	14646,982	-395	-0,20%	2565	1,27%
Короткая	RTS_M1_2008_2015	2	Short pos 2	1293	07.03.2008 16:00	202190	Close by trail	1300	07.03.2008 17:45	202718,953	-0,26	-1057,906	7	-151,12943	13589,076	-528,953	-0,26%	2565	1,27%
Длинная	RTS_M1_2008_2015	1	Long pos 1	1298	07.03.2008 17:15	201120	close1 by tp	1301	07.03.2008 18:00	203390	1,13	2270	3	756,66667	15859,076	-345	-0,17%	2270	1,13%
Длинная	RTS_M1_2008_2015	2	Long pos 2	1298	07.03.2008 17:15	201120	Close by trail	1302	11.03.2008 10:30	201609,584	0,24	979,168	4	244,792	16838,244	-345	-0,17%	2570	1,28%
Короткая	RTS_M1_2008_2015	1	Short pos 1	1322	11.03.2008 15:30	203500	close1 by rsi	1323	11.03.2008 15:45	205075	-0,77	-1575	1	-1575	15263,244	-1575	-0,77%	0	0,00%
Короткая	RTS_M1_2008_2015	2	Short pos 2	1322	11.03.2008 15:30	203500	close2 by rsi	1323	11.03.2008 15:45	205075	-0,77	-3150	1	-3150	12113,244	-1575	-0,77%	0	0,00%
Длинная	RTS_M1_2008_2015	1	Long pos 1	1444	17.03.2008 15:00	199890	close1 by rsi	1445	17.03.2008 15:15	199045	-0,42	-845	1	-845	11268,244	-845	-0,42%	80	0,04%
Длинная	RTS_M1_2008_2015	2	Long pos 2	1444	17.03.2008 15:00	199890	close2 by rsi	1445	17.03.2008 15:15	199045	-0,42	-1690	1	-1690	9578,244	-845	-0,42%	80	0,04%
Короткая	RTS_M1_2008_2015	1	Short pos 1	1488	19.03.2008 10:30	206500	close1 by rsi	1489	19.03.2008 10:45	205450	0,51	1050	1	1050	10628,244	0	0,00%	1050	0,51%
Короткая	RTS_M1_2008_2015	2	Short pos 2	1488	19.03.2008 10:30	206500	close2 by rsi	1489	19.03.2008 10:45	205450	0,51	2100	1	2100	12728,244	0	0,00%	1050	0,51%
Длинная	RTS_M1_2008_2015	1	Long pos 1	1500	19.03.2008 13:30	202145	close1 by tp	1505	19.03.2008 14:45	203255	0,55	1110	5	222	13838,244	-920	-0,46%	1350	0,67%
Длинная	RTS_M1_2008_2015	2	Long pos 2	1500	19.03.2008 13:30	202145	Close by trail	1514	19.03.2008 17:00	202450,022	0,15	610,044	14	43,57457	14448,288	-920	-0,46%	2355	1,17%
Короткая	RTS_M1_2008_2015	1	Short pos 1	1550	21.03.2008 10:30	197450	close1 by rsi	1551	21.03.2008 10:45	197785	-0,17	-335	1	-335	14113,288	-1040	-0,53%	0	0,00%
Короткая	RTS_M1_2008_2015	2	Short pos 2	1550	21.03.2008 10:30	197450	close2 by rsi	1551	21.03.2008 10:45	197785	-0,17	-670	1	-670	13443,288	-1040	-0,53%	0	0,00%
Длинная	RTS_M1_2008_2015	1	Long pos 1	1582	24.03.2008 10:45	196200	close1 by sl	1583	24.03.2008 11:00	195200	-0,51	-1000	1	-1000	12443,288	-1000	-0,51%	250	0,13%
Длинная	RTS_M1_2008_2015	2	Long pos 2	1582	24.03.2008 10:45	196200	close2 by sl	1583	24.03.2008 11:00	195200	-0,51	-2000	1	-2000	10443,288	-1000	-0,51%	250	0,13%
Короткая	RTS_M1_2008_2015	1	Short pos 1	1598	24.03.2008 14:45	196290	close1 by sl	1601	24.03.2008 15:30	197255	-0,49	-965	3	-321,66667	9478,288	-965	-0,49%	0	0,00%
Короткая	RTS_M1_2008_2015	2	Short pos 2	1598	24.03.2008 14:45	196290	close2 by sl	1601	24.03.2008 15:30	197255	-0,49	-1930	3	-643,33333	7548,288	-965	-0,49%	0	0,00%
Короткая	RTS_M1_2008_2015	1	Short pos 1	1629	25.03.2008 14:45	201135	close1 by tp	1632	25.03.2008 15:30	200160	0,48	975	3	325	8523,288	-525	-0,26%	1225	0,61%
Короткая	RTS_M1_2008_2015	2	Short pos 2	1629	25.03.2008 14:45	201135	Close by trail	1643	26.03.2008 10:30	199793,291	0,67	2683,418	14	191,67271	11206,706	-525	-0,26%	3235	1,61%
Длинная	RTS_M1_2008_2015	1	Long pos 1	1668	26.03.2008 16:45	198430	close1 by rsi	1669	26.03.2008 17:00	198390	-0,02	-40	1	-40	11166,706	-730	-0,37%	0	0,00%
Длинная	RTS_M1_2008_2015	2	Long pos 2	1668	26.03.2008 16:45	198430	close2 by rsi	1669	26.03.2008 17:00	198390	-0,02	-80	1	-80	11086,706	-730	-0,37%	0	0,00%
Короткая	RTS_M1_2008_2015	1	Short pos 1	1684	27.03.2008 13:00	201555	close1 by sl	1685	27.03.2008 13:15	202490	-0,46	-935	1	-935	10151,706	-995	-0,49%	80	0,04%
Короткая	RTS_M1_2008_2015	2	Short pos 2	1684	27.03.2008 13:00	201555	close2 by sl	1685	27.03.2008 13:15	202490	-0,46	-1870	1	-1870	8281,706	-995	-0,49%	80	0,04%
Длинная	RTS_M1_2008_2015	1	Long pos 1	1705	28.03.2008 10:30	202525	close1 by tp	1706	28.03.2008 10:45	204040	0,75	1515	1	1515	9796,706	-30	-0,01%	1515	0,75%
Длинная	RTS_M1_2008_2015	2	Long pos 2	1705	28.03.2008 10:30	202525	Close by trail	1718	28.03.2008 13:45	202377,301	-0,07	-295,398	13	-22,72292	9501,308	-147,699	-0,07%	1755	0,87%
Длинная	RTS_M1_2008_2015	1	Long pos 1	1724	28.03.2008 15:15	202470	close1 by tp	1731	28.03.2008 17:00	203125	0,32	655	7	93,57143	10156,308	-665	-0,33%	1280	0,63%
Длинная	RTS_M1_2008_2015	2	Long pos 2	1724	28.03.2008 15:15	202470	Close by trail	1736	31.03.2008 10:30	202005	-0,23	-930	12	-77,5	9226,308	-465	-0,23%	1280	0,63%
Короткая	RTS_M1_2008_2015	1	Short pos 1	1750	31.03.2008 14:00	203700	close1 by rsi	1754	31.03.2008 15:00	204385	-0,34	-685	4	-171,25	8541,308	-685	-0,34%	385	0,19%
Короткая	RTS_M1_2008_2015	2	Short pos 2	1750	31.03.2008 14:00	203700	close2 by rsi	1754	31.03.2008 15:00	204385	-0,34	-1370	4	-342,5	7171,308	-685	-0,34%	385	0,19%
Длинная	RTS_M1_2008_2015	1	Long pos 1	1763	31.03.2008 17:15	203570	close1 by rsi	1764	31.03.2008 17:30	203450	-0,06	-120	1	-120	7051,308	-120	-0,06%	0	0,00%
Длинная	RTS_M1_2008_2015	2	Long pos 2	1763	31.03.2008 17:15	203570	close2 by rsi	1764	31.03.2008 17:30	203450	-0,06	-240	1	-240	6811,308	-120	-0,06%	0	0,00%
Короткая	RTS_M1_2008_2015	1	Short pos 1	1767	01.04.2008 10:30	204800	close1 by tp	1768	01.04.2008 10:45	202685	1,03	2115	1	2115	8926,308	0	0,00%	2115	1,03%
Короткая	RTS_M1_2008_2015	2	Short pos 2	1767	01.04.2008 10:30	204800	Close by trail	1770	01.04.2008 11:15	203565,561	0,6	2468,878	3	822,95933	11395,186	0	0,00%	2850	1,39%
Длинная	RTS_M1_2008_2015	1	Long pos 1	1795	01.04.2008 17:30	204450	close1 by tp	1799	02.04.2008 10:45	207170	1,33	2720	4	680	14115,186	-620	-0,30%	2720	1,33%
Длинная	RTS_M1_2008_2015	2	Long pos 2	1795	01.04.2008 17:30	204450	Close by trail	1802	02.04.2008 11:30	206229,144	0,87	3558,288	7	508,32686	17673,474	-620	-0,30%	3710	1,81%
Короткая	RTS_M1_2008_2015	1	Short pos 1	1819	02.04.2008 15:45	207090	close1 by tp	1827	02.04.2008 17:45	206155	0,45	935	8	116,875	18608,474	-570	-0,28%	935	0,45%
Короткая	RTS_M1_2008_2015	2	Short pos 2	1819	02.04.2008 15:45	207090	Close by trail	1829	03.04.2008 10:30	207042,725	0,02	94,55	10	9,455	18703,024	-570	-0,28%	1980	0,96%
Короткая	RTS_M1_2008_2015	1	Short pos 1	1864	04.04.2008 11:30	205095	close1 by sl	1878	04.04.2008 15:00	206095	-0,49	-1000	14	-71,42857	17703,024	-1000	-0,49%	275	0,13%
Короткая	RTS_M1_2008_2015	2	Short pos 2	1864	04.04.2008 11:30	205095	close2 by sl	1878	04.04.2008 15:00	206095	-0,49	-2000	14	-142,85714	15703,024	-1000	-0,49%	275	0,13%
Короткая	RTS_M1_2008_2015	1	Short pos 1	1898	07.04.2008 12:15	208365	close1 by rsi	1899	07.04.2008 12:30	208470	-0,05	-105	1	-105	15598,024	-425	-0,20%	80	0,04%
Короткая	RTS_M1_2008_2015	2	Short pos 2	1898	07.04.2008 12:15	208365	close2 by rsi	1899	07.04.2008 12:30	208470	-0,05	-210	1	-210	15388,024	-425	-0,20%	80	0,04%
Длинная	RTS_M1_2008_2015	1	Long pos 1	2064	14.04.2008 15:00	205010	close1 by rsi	2068	14.04.2008 16:00	204600	-0,2	-410	4	-102,5	14978,024	-410	-0,20%	390	0,19%
Длинная	RTS_M1_2008_2015	2	Long pos 2	2064	14.04.2008 15:00	205010	close2 by rsi	2068	14.04.2008 16:00	204600	-0,2	-820	4	-205	14158,024	-410	-0,20%	390	0,19%
Длинная	RTS_M1_2008_2015	1	Long pos 1	2122	16.04.2008 14:00	209090	close1 by tp	2126	16.04.2008 15:00	209520	0,21	430	4	107,5	14588,024	-235	-0,11%	430	0,21%
Длинная	RTS_M1_2008_2015	2	Long pos 2	2122	16.04.2008 14:00	209090	Close by trail	2153	17.04.2008 14:00	214950,744	2,8	11721,488	31	378,11252	26309,512	-235	-0,11%	7760	3,71%
Короткая	RTS_M1_2008_2015	1	Short pos 1	2131	16.04.2008 16:15	211255	close1 by sl	2132	16.04.2008 16:30	212225	-0,46	-970	1	-970	25339,512	-970	-0,46%	0	0,00%
Короткая	RTS_M1_2008_2015	2	Short pos 2	2131	16.04.2008 16:15	211255	close2 by sl	2132	16.04.2008 16:30	212225	-0,46	-1940	1	-1940	23399,512	-970	-0,46%	0	0,00%
Длинная	RTS_M1_2008_2015	1	Long pos 1	2163	17.04.2008 16:30	213655	close1 by sl	2164	17.04.2008 16:45	212650	-0,47	-1005	1	-1005	22394,512	-1005	-0,47%	640	0,30%
Длинная	RTS_M1_2008_2015	2	Long pos 2	2163	17.04.2008 16:30	213655	close2 by sl	2164	17.04.2008 16:45	212650	-0,47	-2010	1	-2010	20384,512	-1005	-0,47%	640	0,30%
Короткая	RTS_M1_2008_2015	1	Short pos 1	2240	22.04.2008 12:30	216305	close1 by tp	2254	22.04.2008 16:00	215500	0,37	805	14	57,5	21189,512	-95	-0,04%	1055	0,49%
Короткая	RTS_M1_2008_2015	2	Short pos 2	2240	22.04.2008 12:30	216305	Close by trail	2263	23.04.2008 10:30	215558,091	0,35	1493,818	23	64,94861	22683,33	-95	-0,04%	1855	0,86%
Длинная	RTS_M1_2008_2015	1	Long pos 1	2260	22.04.2008 17:30	215105	close1 by rsi	2262	22.04.2008 18:00	214635	-0,22	-470	2	-235	22213,33	-470	-0,22%	85	0,04%
Длинная	RTS_M1_2008_2015	2	Long pos 2	2260	22.04.2008 17:30	215105	close2 by rsi	2262	22.04.2008 18:00	214635	-0,22	-940	2	-470	21273,33	-470	-0,22%	85	0,04%
